district,sector,year,value_rs_cr,rank,growth_pct,contribution_pct
ANAKAPALLE,Public Admn.,2024-25 (FRE),1308.2209420681702,24,6.78,2.29
ANAKAPALLE,Public Admn.,2025-26 (FAE),1338.7722218761985,24,2.37,2.24
KAKINADA,Public Admn.,2022-23 (TRE),2168.802439743416,9,,4.29
KAKINADA,Public Admn.,2023-24 (SRE),2236,9,3.09,4.19
KAKINADA,Public Admn.,2024-25 (FRE),2402.1925692579593,9,7.42,4.2
KAKINADA,Public Admn.,2025-26 (FAE),2510.687546333183,9,4.54,4.19
DR.B.R.AMBEDKAR KONASEEMA,Public Admn.,2022-23 (TRE),1388.4933593209198,20,,2.75
DR.B.R.AMBEDKAR KONASEEMA,Public Admn.,2023-24 (SRE),1468,19,5.76,2.75
DR.B.R.AMBEDKAR KONASEEMA,Public Admn.,2024-25 (FRE),1566.9225787610987,19,6.74,2.74
DR.B.R.AMBEDKAR KONASEEMA,Public Admn.,2025-26 (FAE),1605.8604391519425,19,2.49,2.68
EAST GODAVARI,Public Admn.,2022-23 (TRE),1983.3784976780478,10,,3.92
EAST GODAVARI,Public Admn.,2023-24 (SRE),2033,11,2.52,3.81
EAST GODAVARI,Public Admn.,2024-25 (FRE),2163.5660124871933,11,6.44,3.78
EAST GODAVARI,Public Admn.,2025-26 (FAE),2258.0837625911386,11,4.34,3.77
WEST GODAVARI,Public Admn.,2022-23 (TRE),1427.9575075219711,18,,2.83
WEST GODAVARI,Public Admn.,2023-24 (SRE),1437,20,0.63,2.69
WEST GODAVARI,Public Admn.,2024-25 (FRE),1546.2838586098715,20,7.59,2.7
WEST GODAVARI,Public Admn.,2025-26 (FAE),1602.2435778644874,20,3.62,2.67
ELURU,Public Admn.,2022-23 (TRE),1745.0451264218802,14,,3.45
ELURU,Public Admn.,2023-24 (SRE),1803,14,3.32,3.38
ELURU,Public Admn.,2024-25 (FRE),1968.450033952383,14,9.15,3.44
ELURU,Public Admn.,2025-26 (FAE),2075.0837314578043,14,5.44,3.46
KRISHNA,Public Admn.,2022-23 (TRE),1781.0769231544805,13,,3.52
KRISHNA,Public Admn.,2023-24 (SRE),1898,13,6.57,3.56
KRISHNA,Public Admn.,2024-25 (FRE),2088.4389200835876,12,10.01,3.65
KRISHNA,Public Admn.,2025-26 (FAE),2219.670985784881,12,6.32,3.71
NTR,Public Admn.,2022-23 (TRE),2701.32489792158,2,,5.35
NTR,Public Admn.,2023-24 (SRE),2718,4,0.63,5.09
NTR,Public Admn.,2024-25 (FRE),2910.1618581281755,4,7.06,5.09
NTR,Public Admn.,2025-26 (FAE),3073.832627601162,3,5.64,5.13
GUNTUR,Public Admn.,2022-23 (TRE),4721.126327674731,1,,9.34
GUNTUR,Public Admn.,2023-24 (SRE),4714,1,-0.15,8.84
GUNTUR,Public Admn.,2024-25 (FRE),5056.666113693536,1,7.28,8.84
GUNTUR,Public Admn.,2025-26 (FAE),5405.361703953934,1,6.88,9.02
BAPATLA,Public Admn.,2022-23 (TRE),1228.9093974276145,23,,2.43
BAPATLA,Public Admn.,2023-24 (SRE),1315,23,7,2.46
BAPATLA,Public Admn.,2024-25 (FRE),1407.044079230027,23,7,2.46
BAPATLA,Public Admn.,2025-26 (FAE),1452.2798854683426,23,3.2,2.42
PALNADU,Public Admn.,2022-23 (TRE),1436.2202290319933,17,,2.84
PALNADU,Public Admn.,2023-24 (SRE),1562,17,8.77,2.93
PALNADU,Public Admn.,2024-25 (FRE),1654.4636722996981,17,5.89,2.89
PALNADU,Public Admn.,2025-26 (FAE),1723.3426195201953,17,4.17,2.88
MARKAPURAM,Public Admn.,2022-23 (TRE),894.6004396545082,26,,1.77
MARKAPURAM,Public Admn.,2023-24 (SRE),954,27,6.59,1.79
MARKAPURAM,Public Admn.,2024-25 (FRE),1015.3247251877452,27,6.39,1.77
MARKAPURAM,Public Admn.,2025-26 (FAE),1049.8789280807227,27,3.45,1.75
PRAKASAM,Public Admn.,2022-23 (TRE),1305.3972595668329,22,,2.58
PRAKASAM,Public Admn.,2023-24 (SRE),1382,22,5.9,2.59
PRAKASAM,Public Admn.,2024-25 (FRE),1482.648325722675,22,7.31,2.59
PRAKASAM,Public Admn.,2025-26 (FAE),1556.448653918082,22,4.92,2.6
SPS NELLORE,Public Admn.,2022-23 (TRE),2586.6693656946836,4,,5.12
SPS NELLORE,Public Admn.,2023-24 (SRE),2757,3,6.57,5.17
SPS NELLORE,Public Admn.,2024-25 (FRE),2958.015600029208,3,7.29,5.17
SPS NELLORE,Public Admn.,2025-26 (FAE),3054.3816116475764,4,3.25,5.1
KURNOOL,Public Admn.,2022-23 (TRE),2174.3635554353173,8,,4.3
KURNOOL,Public Admn.,2023-24 (SRE),2257,8,3.82,4.23
KURNOOL,Public Admn.,2024-25 (FRE),2427.4594587309866,8,7.53,4.24
KURNOOL,Public Admn.,2025-26 (FAE),2542.368484309708,8,4.74,4.24
NANDYAL,Public Admn.,2022-23 (TRE),1555.9145739756111,16,,3.08
NANDYAL,Public Admn.,2023-24 (SRE),1696,16,9,3.18
NANDYAL,Public Admn.,2024-25 (FRE),1819.2117088889986,16,7.25,3.18
NANDYAL,Public Admn.,2025-26 (FAE),1888.97283470448,16,3.85,3.15
ANANTHAPURAMU,Public Admn.,2022-23 (TRE),2202.86054397867,7,,4.36
ANANTHAPURAMU,Public Admn.,2023-24 (SRE),2345,7,6.45,4.4
ANANTHAPURAMU,Public Admn.,2024-25 (FRE),2513.7251991261055,7,7.21,4.39
ANANTHAPURAMU,Public Admn.,2025-26 (FAE),2614.189861678524,7,3.98,4.36
SRI SATYA SAI,Public Admn.,2022-23 (TRE),1408.3225296731498,19,,2.79
SRI SATYA SAI,Public Admn.,2023-24 (SRE),1420,21,0.85,2.66
SRI SATYA SAI,Public Admn.,2024-25 (FRE),1533.6903222257858,21,8.03,2.68
SRI SATYA SAI,Public Admn.,2025-26 (FAE),1589.425361808511,21,3.59,2.65
YSR KADAPA,Public Admn.,2022-23 (TRE),2407.377636013706,5,,4.76
YSR KADAPA,Public Admn.,2023-24 (SRE),2659,6,10.47,4.98
YSR KADAPA,Public Admn.,2024-25 (FRE),2871.109844312589,5,7.97,5.02
YSR KADAPA,Public Admn.,2025-26 (FAE),3038.6901563951974,5,5.85,5.07
ANNAMAYYA,Public Admn.,2022-23 (TRE),1349.6105734575156,21,,2.67
ANNAMAYYA,Public Admn.,2023-24 (SRE),1472,18,9.04,2.76
ANNAMAYYA,Public Admn.,2024-25 (FRE),1576.8003843202564,18,7.13,2.76
ANNAMAYYA,Public Admn.,2025-26 (FAE),1638.4869456141114,18,3.87,2.73
CHITTOOR,Public Admn.,2022-23 (TRE),1621.2616697613173,15,,3.21
CHITTOOR,Public Admn.,2023-24 (SRE),1707,15,5.31,3.2
CHITTOOR,Public Admn.,2024-25 (FRE),1821.4466954295233,15,6.68,3.18
CHITTOOR,Public Admn.,2025-26 (FAE),1902.8559629605409,15,4.5,3.18
TIRUPATI,Public Admn.,2022-23 (TRE),2386.7543033687707,6,,4.72
TIRUPATI,Public Admn.,2023-24 (SRE),2843,2,19.1,5.33
TIRUPATI,Public Admn.,2024-25 (FRE),3027.7139026225673,2,6.51,5.29
TIRUPATI,Public Admn.,2025-26 (FAE),3140.401295382524,2,3.7,5.24
SRIKAKULAM,Other Services,2022-23 (TRE),3888.83347002943,10,,3.99
SRIKAKULAM,Other Services,2023-24 (SRE),4306.758618670528,10,10.75,3.92
SRIKAKULAM,Other Services,2024-25 (FRE),4827.974497205396,11,12.1,3.88
SRIKAKULAM,Other Services,2025-26 (FAE),5461.877580519755,12,13.13,3.82
VIZIANAGARAM,Other Services,2022-23 (TRE),3244.070383273159,13,,3.33
VIZIANAGARAM,Other Services,2023-24 (SRE),3633.051776921685,13,11.99,3.3
VIZIANAGARAM,Other Services,2024-25 (FRE),4114.200907292498,13,13.24,3.31
VIZIANAGARAM,Other Services,2025-26 (FAE),4707.323361239825,14,14.41,3.29
PARVATHIPURAM MANYAM,Other Services,2022-23 (TRE),1018.5093301017108,26,,1.05
PARVATHIPURAM MANYAM,Other Services,2023-24 (SRE),1169.3613403706124,26,14.72,1.06
PARVATHIPURAM MANYAM,Other Services,2024-25 (FRE),1292.4756776461675,26,10.52,1.04
PARVATHIPURAM MANYAM,Other Services,2025-26 (FAE),1459.513075017287,26,13,1.02
ALLURI SEETHA RAMA RAJU,Other Services,2022-23 (TRE),424.3457885110602,27,,0.44
ALLURI SEETHA RAMA RAJU,Other Services,2023-24 (SRE),482.1408694177563,27,13.68,0.44
ALLURI SEETHA RAMA RAJU,Other Services,2024-25 (FRE),547.0585441042235,27,13.49,0.44
ALLURI SEETHA RAMA RAJU,Other Services,2025-26 (FAE),601.1484633870139,27,9.87,0.42
POLAVARAM,Other Services,2022-23 (TRE),237.7598446203032,28,,0.24
POLAVARAM,Other Services,2023-24 (SRE),243.11800683427958,28,2.1,0.22
POLAVARAM,Other Services,2024-25 (FRE),269.1862466587796,28,10.7,0.22
POLAVARAM,Other Services,2025-26 (FAE),303.826086587894,28,13.01,0.21
VISAKHAPATNAM,Other Services,2022-23 (TRE),6874.852857767803,3,,7.06
VISAKHAPATNAM,Other Services,2023-24 (SRE),8020.397599318222,2,16.65,7.29
VISAKHAPATNAM,Other Services,2024-25 (FRE),9233.442382580606,2,15.12,7.42
VISAKHAPATNAM,Other Services,2025-26 (FAE),10703.503569939558,2,15.93,7.48
ANAKAPALLE,Other Services,2022-23 (TRE),2378.871937033205,22,,2.44
ANAKAPALLE,Other Services,2023-24 (SRE),2627.3957844445517,22,10.42,2.39
ANAKAPALLE,Other Services,2024-25 (FRE),2952.945005185231,22,12.41,2.37
ANAKAPALLE,Other Services,2025-26 (FAE),3397.644961617394,22,15.07,2.37
KAKINADA,Other Services,2022-23 (TRE),4154.6811963885775,9,,4.27
KAKINADA,Other Services,2023-24 (SRE),4734.826511526427,9,13.96,4.31
KAKINADA,Other Services,2024-25 (FRE),5290.207943320351,9,11.72,4.25
KAKINADA,Other Services,2025-26 (FAE),6111.837673574324,8,15.54,4.27
DR.B.R.AMBEDKAR KONASEEMA,Other Services,2022-23 (TRE),1946.020079171377,24,,2
DR.B.R.AMBEDKAR KONASEEMA,Other Services,2023-24 (SRE),2074.0952882900765,24,6.58,1.89
DR.B.R.AMBEDKAR KONASEEMA,Other Services,2024-25 (FRE),2348.4423567245713,24,13.21,1.89
DR.B.R.AMBEDKAR KONASEEMA,Other Services,2025-26 (FAE),2662.971358482539,24,13.42,1.86
EAST GODAVARI,Other Services,2022-23 (TRE),3476.8141934402397,12,,3.57
EAST GODAVARI,Other Services,2023-24 (SRE),4188.641527263665,12,20.48,3.81
EAST GODAVARI,Other Services,2024-25 (FRE),4794.434990189447,12,14.44,3.86
EAST GODAVARI,Other Services,2025-26 (FAE),5594.442193773138,11,16.69,3.91
WEST GODAVARI,Other Services,2022-23 (TRE),3720.0337943698014,11,,3.82
WEST GODAVARI,Other Services,2023-24 (SRE),4265.922163378513,11,14.68,3.88
WEST GODAVARI,Other Services,2024-25 (FRE),5008.401593693381,10,17.39,4.03
WEST GODAVARI,Other Services,2025-26 (FAE),5779.084593274925,10,15.4,4.04
ELURU,Other Services,2022-23 (TRE),2817.787491493998,19,,2.89
ELURU,Other Services,2023-24 (SRE),3091.6708643778957,19,9.72,2.81
ELURU,Other Services,2024-25 (FRE),3542.4774206927773,19,14.55,2.85
ELURU,Other Services,2025-26 (FAE),4078.9751262902505,19,15.16,2.85
KRISHNA,Other Services,2022-23 (TRE),3020.2756323667036,17,,3.1
KRISHNA,Other Services,2023-24 (SRE),3496.716651337275,15,15.79,3.18
KRISHNA,Other Services,2024-25 (FRE),3928.9559109903116,16,12.35,3.16
KRISHNA,Other Services,2025-26 (FAE),4531.580737966691,16,15.35,3.17
NTR,Other Services,2022-23 (TRE),8019.5693319716665,1,,8.24
NTR,Other Services,2023-24 (SRE),9023.597977942223,1,12.52,8.21
NTR,Other Services,2024-25 (FRE),10067.103301157278,1,11.56,8.1
NTR,Other Services,2025-26 (FAE),11720.331741949158,1,16.42,8.19
GUNTUR,Other Services,2022-23 (TRE),7038.743374099763,2,,7.23
GUNTUR,Other Services,2023-24 (SRE),7900.009222991971,3,12.23,7.18
GUNTUR,Other Services,2024-25 (FRE),8887.086733507631,3,12.49,7.15
GUNTUR,Other Services,2025-26 (FAE),10055.998876674645,3,13.15,7.03
BAPATLA,Other Services,2022-23 (TRE),2158.9162999734217,23,,2.22
BAPATLA,Other Services,2023-24 (SRE),2352.0342925736168,23,8.94,2.14
BAPATLA,Other Services,2024-25 (FRE),2578.5571215650966,23,9.65,2.07
BAPATLA,Other Services,2025-26 (FAE),2945.357762540663,23,14.19,2.06
PALNADU,Other Services,2022-23 (TRE),3074.4326765794626,15,,3.16
PALNADU,Other Services,2023-24 (SRE),3509.5104930586426,14,14.18,3.19
PALNADU,Other Services,2024-25 (FRE),4058.535292830206,14,15.64,3.26
PALNADU,Other Services,2025-26 (FAE),4733.0401708076415,13,16.61,3.31
MARKAPURAM,Other Services,2022-23 (TRE),1712.2538799804759,25,,1.76
MARKAPURAM,Other Services,2023-24 (SRE),1811.5499495980341,25,5.84,1.65
MARKAPURAM,Other Services,2024-25 (FRE),2004.275097964573,25,10.6,1.61
MARKAPURAM,Other Services,2025-26 (FAE),2254.9826221349126,25,12.52,1.58
PRAKASAM,Other Services,2022-23 (TRE),2934.5803934773553,18,,3.01
PRAKASAM,Other Services,2023-24 (SRE),3278.4072204925296,18,11.69,2.98
PRAKASAM,Other Services,2024-25 (FRE),3658.10707009637,18,11.59,2.94
PRAKASAM,Other Services,2025-26 (FAE),4261.188815066336,18,16.48,2.98
SPS NELLORE,Other Services,2022-23 (TRE),4719.3728682039855,6,,4.85
SPS NELLORE,Other Services,2023-24 (SRE),5278.687222493969,6,11.87,4.8
SPS NELLORE,Other Services,2024-25 (FRE),5926.978787681617,6,12.28,4.77
SPS NELLORE,Other Services,2025-26 (FAE),6791.981647269742,6,14.59,4.75
KURNOOL,Other Services,2022-23 (TRE),4276.20283661946,8,,4.39
KURNOOL,Other Services,2023-24 (SRE),4818.820530771534,7,12.7,4.38
KURNOOL,Other Services,2024-25 (FRE),5492.179465798519,7,13.97,4.42
KURNOOL,Other Services,2025-26 (FAE),6420.124830102703,7,16.9,4.49
NANDYAL,Other Services,2022-23 (TRE),3105.682533866262,14,,3.19
NANDYAL,Other Services,2023-24 (SRE),3490.5269874775213,16,12.4,3.17
NANDYAL,Other Services,2024-25 (FRE),3977.533108897717,15,13.95,3.2
NANDYAL,Other Services,2025-26 (FAE),4656.4152447885,15,17.04,3.25
ANANTHAPURAMU,Other Services,2022-23 (TRE),4284.4117205042985,7,,4.4
ANANTHAPURAMU,Other Services,2023-24 (SRE),4742.9051083007025,8,10.71,4.31
ANANTHAPURAMU,Other Services,2024-25 (FRE),5304.832804124428,8,11.85,4.27
ANANTHAPURAMU,Other Services,2025-26 (FAE),6064.04643943898,9,14.31,4.24
SRI SATYA SAI,Other Services,2022-23 (TRE),2480.3705679200925,21,,2.55
SRI SATYA SAI,Other Services,2023-24 (SRE),2848.9226728229005,20,14.88,2.59
SRI SATYA SAI,Other Services,2024-25 (FRE),3226.789792913598,20,13.27,2.6
SRI SATYA SAI,Other Services,2025-26 (FAE),3672.7521340666285,20,13.82,2.57
YSR KADAPA,Other Services,2022-23 (TRE),5026.0755994175515,5,,5.16
YSR KADAPA,Other Services,2023-24 (SRE),5757.649978343635,5,14.56,5.24
YSR KADAPA,Other Services,2024-25 (FRE),6590.967850632795,5,14.47,5.3
YSR KADAPA,Other Services,2025-26 (FAE),7602.176365904999,5,15.34,5.31
ANNAMAYYA,Other Services,2022-23 (TRE),2492.5043209781347,20,,2.56
ANNAMAYYA,Other Services,2023-24 (SRE),2790.3564175909796,21,11.96,2.54
ANNAMAYYA,Other Services,2024-25 (FRE),3160.349995366872,21,13.26,2.54
ANNAMAYYA,Other Services,2025-26 (FAE),3593.4265257357324,21,13.7,2.51
CHITTOOR,Other Services,2022-23 (TRE),3043.424000564985,16,,3.13
CHITTOOR,Other Services,2023-24 (SRE),3373.7269036707835,17,10.88,3.07
CHITTOOR,Other Services,2024-25 (FRE),3800.2953503217077,17,12.63,3.06
CHITTOOR,Other Services,2025-26 (FAE),4368.007955458324,17,14.95,3.05
TIRUPATI,Other Services,2022-23 (TRE),5806.1962827506195,4,,5.96
TIRUPATI,Other Services,2023-24 (SRE),6652.268377407282,4,14.57,6.05
TIRUPATI,Other Services,2024-25 (FRE),7472.596822201344,4,12.34,6.01
TIRUPATI,Other Services,2025-26 (FAE),8545.180625023146,4,14.34,5.97
SRIKAKULAM,Services Sector (aggregate),2022-23 (TRE),16635.130327373623,13,,3.32
SRIKAKULAM,Services Sector (aggregate),2023-24 (SRE),18001,13,8.21,3.28
SRIKAKULAM,Services Sector (aggregate),2024-25 (FRE),19692.06290809795,13,9.39,3.17
SRIKAKULAM,Services Sector (aggregate),2025-26 (FAE),22260.792532774438,13,13.05,3.18
VIZIANAGARAM,Services Sector (aggregate),2022-23 (TRE),15194.362435228979,15,,3.03
VIZIANAGARAM,Services Sector (aggregate),2023-24 (SRE),16645,14,9.55,3.03
VIZIANAGARAM,Services Sector (aggregate),2024-25 (FRE),18403.593256860848,15,10.57,2.97
VIZIANAGARAM,Services Sector (aggregate),2025-26 (FAE),20715.78096313904,15,12.56,2.96
PARVATHIPURAM MANYAM,Services Sector (aggregate),2022-23 (TRE),5511.6738979862075,26,,1.1
PARVATHIPURAM MANYAM,Services Sector (aggregate),2023-24 (SRE),6210,26,12.66,1.13
PARVATHIPURAM MANYAM,Services Sector (aggregate),2024-25 (FRE),6788.143077618105,26,9.31,1.09
PARVATHIPURAM MANYAM,Services Sector (aggregate),2025-26 (FAE),7772.75091063316,26,14.51,1.11
ALLURI SEETHA RAMA RAJU,Services Sector (aggregate),2022-23 (TRE),3134.777191812909,27,,0.63
ALLURI SEETHA RAMA RAJU,Services Sector (aggregate),2023-24 (SRE),3895,27,24.24,0.71
ALLURI SEETHA RAMA RAJU,Services Sector (aggregate),2024-25 (FRE),4125.689339950178,27,5.93,0.67
ALLURI SEETHA RAMA RAJU,Services Sector (aggregate),2025-26 (FAE),4562.057013184487,27,10.57,0.65
POLAVARAM,Services Sector (aggregate),2022-23 (TRE),1754.0450422234126,28,,0.35
POLAVARAM,Services Sector (aggregate),2023-24 (SRE),1864,28,6.27,0.34
POLAVARAM,Services Sector (aggregate),2024-25 (FRE),2100.256276912334,28,12.66,0.34
POLAVARAM,Services Sector (aggregate),2025-26 (FAE),2408.2880815169037,28,14.67,0.34
VISAKHAPATNAM,Services Sector (aggregate),2022-23 (TRE),65339.81781256632,1,,13.05
VISAKHAPATNAM,Services Sector (aggregate),2023-24 (SRE),69840,1,6.89,12.73
VISAKHAPATNAM,Services Sector (aggregate),2024-25 (FRE),79445.14300848977,1,13.75,12.8
VISAKHAPATNAM,Services Sector (aggregate),2025-26 (FAE),88971.4402603257,1,11.99,12.7
ANAKAPALLE,Services Sector (aggregate),2022-23 (TRE),10795.005607283942,21,,2.16
ANAKAPALLE,Services Sector (aggregate),2023-24 (SRE),11328,22,4.94,2.07
ANAKAPALLE,Services Sector (aggregate),2024-25 (FRE),12887.522497922491,21,13.77,2.08
ANAKAPALLE,Services Sector (aggregate),2025-26 (FAE),14621.333134740931,21,13.45,2.09
KAKINADA,Services Sector (aggregate),2022-23 (TRE),21245.86217942283,7,,4.24
KAKINADA,Services Sector (aggregate),2023-24 (SRE),23277,8,9.56,4.24
KAKINADA,Services Sector (aggregate),2024-25 (FRE),26159.296127189627,7,12.38,4.22
KAKINADA,Services Sector (aggregate),2025-26 (FAE),29379.491552269756,8,12.31,4.19
DR.B.R.AMBEDKAR KONASEEMA,Services Sector (aggregate),2022-23 (TRE),10742.121031253626,22,,2.14
DR.B.R.AMBEDKAR KONASEEMA,Services Sector (aggregate),2023-24 (SRE),11515,21,7.2,2.1
DR.B.R.AMBEDKAR KONASEEMA,Services Sector (aggregate),2024-25 (FRE),12827.2579914915,22,11.39,2.07
DR.B.R.AMBEDKAR KONASEEMA,Services Sector (aggregate),2025-26 (FAE),14472.0879419053,22,12.82,2.07
EAST GODAVARI,Services Sector (aggregate),2022-23 (TRE),20987.303459200062,8,,4.19
EAST GODAVARI,Services Sector (aggregate),2023-24 (SRE),23402,7,11.51,4.27
EAST GODAVARI,Services Sector (aggregate),2024-25 (FRE),26082.85276181211,8,11.46,4.2
EAST GODAVARI,Services Sector (aggregate),2025-26 (FAE),29620.168218674233,7,13.56,4.23
WEST GODAVARI,Services Sector (aggregate),2022-23 (TRE),18285.62341377788,11,,3.65
WEST GODAVARI,Services Sector (aggregate),2023-24 (SRE),20541,11,12.33,3.74
WEST GODAVARI,Services Sector (aggregate),2024-25 (FRE),22579.48528092784,11,9.92,3.64
WEST GODAVARI,Services Sector (aggregate),2025-26 (FAE),25577.193536664196,11,13.28,3.65
ELURU,Services Sector (aggregate),2022-23 (TRE),15218.983366548626,14,,3.04
ELURU,Services Sector (aggregate),2023-24 (SRE),16602,15,9.09,3.03
ELURU,Services Sector (aggregate),2024-25 (FRE),18590.611161742752,14,11.98,3
ELURU,Services Sector (aggregate),2025-26 (FAE),21061.0451454105,14,13.29,3.01
KRISHNA,Services Sector (aggregate),2022-23 (TRE),22775.074847098058,6,,4.55
KRISHNA,Services Sector (aggregate),2023-24 (SRE),25119,6,10.29,4.58
KRISHNA,Services Sector (aggregate),2024-25 (FRE),28972.78316513241,6,15.34,4.67
KRISHNA,Services Sector (aggregate),2025-26 (FAE),32557.198301207456,6,12.37,4.65
NTR,Services Sector (aggregate),2022-23 (TRE),44091.31119449183,2,,8.8
NTR,Services Sector (aggregate),2023-24 (SRE),49563,2,12.41,9.04
NTR,Services Sector (aggregate),2024-25 (FRE),57026.693101072415,2,15.06,9.19
NTR,Services Sector (aggregate),2025-26 (FAE),65291.70544541208,2,14.49,9.32
GUNTUR,Services Sector (aggregate),2022-23 (TRE),31997.402911660887,3,,6.39
GUNTUR,Services Sector (aggregate),2023-24 (SRE),35375,3,10.56,6.45
GUNTUR,Services Sector (aggregate),2024-25 (FRE),40207.236799456485,3,13.66,6.48
GUNTUR,Services Sector (aggregate),2025-26 (FAE),45343.71319671372,3,12.78,6.47
BAPATLA,Services Sector (aggregate),2022-23 (TRE),9004.400776859686,24,,1.8
BAPATLA,Services Sector (aggregate),2023-24 (SRE),9585,24,6.45,1.75
BAPATLA,Services Sector (aggregate),2024-25 (FRE),10896.353811143485,24,13.68,1.76
BAPATLA,Services Sector (aggregate),2025-26 (FAE),12241.901958703851,24,12.35,1.75
PALNADU,Services Sector (aggregate),2022-23 (TRE),13723.741604696203,16,,2.74
PALNADU,Services Sector (aggregate),2023-24 (SRE),14963,16,9.03,2.73
PALNADU,Services Sector (aggregate),2024-25 (FRE),16990.623971978108,16,13.55,2.74
PALNADU,Services Sector (aggregate),2025-26 (FAE),19330.47951930977,16,13.77,2.76
MARKAPURAM,Services Sector (aggregate),2022-23 (TRE),7442.263159699768,25,,1.49
MARKAPURAM,Services Sector (aggregate),2023-24 (SRE),8152,25,9.54,1.49
MARKAPURAM,Services Sector (aggregate),2024-25 (FRE),9190.185842544688,25,12.73,1.48
MARKAPURAM,Services Sector (aggregate),2025-26 (FAE),10354.910148646679,25,12.68,1.48
PRAKASAM,Services Sector (aggregate),2022-23 (TRE),12636.154888540274,20,,2.52
PRAKASAM,Services Sector (aggregate),2023-24 (SRE),13777,19,9.03,2.51
PRAKASAM,Services Sector (aggregate),2024-25 (FRE),15576.50742117793,19,13.07,2.51
PRAKASAM,Services Sector (aggregate),2025-26 (FAE),17729.961297375143,19,13.82,2.53
SPS NELLORE,Services Sector (aggregate),2022-23 (TRE),23348.064802815476,5,,4.66
SPS NELLORE,Services Sector (aggregate),2023-24 (SRE),25762,5,10.34,4.7
SPS NELLORE,Services Sector (aggregate),2024-25 (FRE),29215.314776583895,5,13.4,4.71
SPS NELLORE,Services Sector (aggregate),2025-26 (FAE),32974.39243866998,5,12.87,4.71
KURNOOL,Services Sector (aggregate),2022-23 (TRE),16880.470473952813,12,,3.37
KURNOOL,Services Sector (aggregate),2023-24 (SRE),18588,12,10.12,3.39
KURNOOL,Services Sector (aggregate),2024-25 (FRE),21225.55767880405,12,14.19,3.42
KURNOOL,Services Sector (aggregate),2025-26 (FAE),23795.044566297533,12,12.1,3.4
NANDYAL,Services Sector (aggregate),2022-23 (TRE),12809.47479444083,19,,2.56
NANDYAL,Services Sector (aggregate),2023-24 (SRE),14229,18,11.09,2.59
NANDYAL,Services Sector (aggregate),2024-25 (FRE),16103.76125054134,18,13.18,2.6
NANDYAL,Services Sector (aggregate),2025-26 (FAE),17999.23311090515,18,11.77,2.57
ANANTHAPURAMU,Services Sector (aggregate),2022-23 (TRE),19716.97641423436,9,,3.94
ANANTHAPURAMU,Services Sector (aggregate),2023-24 (SRE),21123,10,7.13,3.85
ANANTHAPURAMU,Services Sector (aggregate),2024-25 (FRE),23835.652751714875,10,12.84,3.84
ANANTHAPURAMU,Services Sector (aggregate),2025-26 (FAE),26851.17709514206,10,12.65,3.83
SRI SATYA SAI,Services Sector (aggregate),2022-23 (TRE),12855.804233738872,18,,2.57
SRI SATYA SAI,Services Sector (aggregate),2023-24 (SRE),13749,20,6.95,2.51
SRI SATYA SAI,Services Sector (aggregate),2024-25 (FRE),15498.908049822356,20,12.73,2.5
